cell_line,agent,GR_AOC,GRmax,GR50
MDAMB453,MFH-2-90,0.717878172,-0.22852309699999998,0.000495917
MDAMB468,MFH-2-90,0.679676273,-0.223074214,0.000607821
MDAMB134,Pin1-3,0.044718747,0.8372018590000001,inf
MDAMB157,Pin1-3,-0.123384791,0.910427667,inf
MDAMB361,Pin1-3,0.020692216,0.716644533,inf
MDAMB436,Pin1-3,0.018432127,0.9034277909999999,inf
MDAMB453,Pin1-3,-0.001446402,0.812668262,inf
MDAMB468,Pin1-3,0.028990246,0.6936164459999999,inf
MDAMB134,R0-3306,0.089751715,0.20973352399999998,4.953367358
MDAMB157,R0-3306,0.08660226300000001,-0.410995733,4.78685918
MDAMB361,R0-3306,0.09725425800000001,0.11711595,5.718299697
MDAMB436,R0-3306,0.062201543,0.052376375,4.608517991
MDAMB453,R0-3306,0.118783477,-0.007558755,5.605283848
MDAMB468,R0-3306,0.183819111,-0.26821931,4.582625455
MDAMB134,Rucaparib,0.18215789899999998,0.664502768,inf
MDAMB157,Rucaparib,0.314723777,0.025561666,1.461225042
MDAMB361,Rucaparib,0.33895161700000004,0.12226780300000001,inf
MDAMB436,Rucaparib,0.398987218,0.229040557,0.82465618
MDAMB453,Rucaparib,0.14069232,0.165132614,6.424356687
MDAMB468,Rucaparib,0.100370901,0.34891800100000003,8.605190608
MDAMB134,SHP099,0.031763963,0.79189895,inf
MDAMB157,SHP099,0.141439104,0.643609214,inf
MDAMB361,SHP099,0.131092681,0.6347223670000001,inf
MDAMB436,SHP099,-0.003033705,0.943777825,inf
MDAMB453,SHP099,0.044479871,0.733499518,inf
MDAMB468,SHP099,0.134300463,0.566586867,30.6349916
MDAMB134,SY-1365,0.773358856,-0.42781587600000004,0.000528314
MDAMB157,SY-1365,0.874454993,-0.8869012479999999,0.000887303
MDAMB361,SY-1365,0.775352562,-0.43434994299999996,0.000757167
MDAMB436,SY-1365,0.540607786,-0.037737606,0.000526535
MDAMB453,SY-1365,0.628603837,-0.168113478,0.000681886
MDAMB468,SY-1365,0.737994466,-0.531024409,0.000682384
MDAMB134,THZ-P1-2,0.724022451,-0.922270409,#NAME?
MDAMB157,THZ-P1-2,0.09826248900000001,-0.540869157,6.322104965
MDAMB361,THZ-P1-2,0.882748447,-0.9274294479999999,#NAME?
MDAMB436,THZ-P1-2,0.269702393,-0.237852132,4.115207196
MDAMB453,THZ-P1-2,0.529506674,-0.445303344,#NAME?
MDAMB468,THZ-P1-2,0.336988312,-0.446783375,3.511449144
MDAMB134,THZ-P1-2R,-0.05176116,1.03326508,inf
MDAMB157,THZ-P1-2R,-0.07692123599999999,1.026435012,inf
MDAMB361,THZ-P1-2R,0.030942946000000002,0.19492536300000002,8.687551312
MDAMB436,THZ-P1-2R,-0.030853995,0.8884336559999999,inf
MDAMB453,THZ-P1-2R,0.007128724,0.8082541440000001,inf
MDAMB468,THZ-P1-2R,0.129724569,0.57201189,inf
MDAMB134,THZ1,0.6712455009999999,-0.471675148,0.00586532
MDAMB157,THZ1,0.568389044,-0.873944664,0.0344434
MDAMB361,THZ1,0.7440058390000001,-0.7173397,0.008470267
MDAMB436,THZ1,0.196817205,-0.067372062,0.136006812
MDAMB453,THZ1,0.5254076320000001,-0.226119622,0.013358588
MDAMB468,THZ1,0.47832597200000004,-0.370050293,0.023508669
MDAMB134,THZ531,0.699779371,-0.7974539979999999,0.018980127
MDAMB157,THZ531,0.40683967600000004,-0.7635671209999999,0.069899522
MDAMB361,THZ531,0.6729083309999999,-0.723089835,0.027534645
MDAMB436,THZ531,0.15697383199999998,0.023191977000000003,0.191414313
MDAMB453,THZ531,0.516076222,-0.29122062,0.025529237
MDAMB468,THZ531,0.40316153600000004,-0.149258261,0.041123951
MDAMB134,YKL-5-124,0.920563085,-0.032076843,0.000212685
MDAMB157,YKL-5-124,0.71762228,-0.5191750820000001,0.018481213
MDAMB361,YKL-5-124,1.131199593,-0.8282338929999999,5.14E-05
MDAMB436,YKL-5-124,0.582245346,0.015530665,0.032278893
MDAMB453,YKL-5-124,0.8267329929999999,-0.49853447799999995,0.001171088
MDAMB468,YKL-5-124,1.105785647,-0.482180114,3.51E-06
MDAMB134,ZZ1-33B,1.406882965,-0.8683089759999999,0.001275209
MDAMB157,ZZ1-33B,1.7231843059999998,-0.871883703,0.000551445
MDAMB361,ZZ1-33B,0.621634637,-0.420830996,0.060914972
MDAMB436,ZZ1-33B,0.756374222,-0.087450105,0.008965839
MDAMB453,ZZ1-33B,1.063555353,-0.220726106,0.000696381
MDAMB468,ZZ1-33B,0.807985752,-0.401202743,0.011909681
MDAMB134,senexin b,0.369974863,0.453521854,inf
MDAMB157,senexin b,0.299279281,0.068144995,1.660101335
MDAMB361,senexin b,0.320655042,0.274255419,1.716056204
MDAMB436,senexin b,0.082719243,0.43566196700000004,8.766026369
MDAMB453,senexin b,0.18157126,0.128032029,3.907624074
MDAMB468,senexin b,0.28056265199999997,0.133088116,2.082846074
CAL120,AZD1775,0.48341780100000004,-0.253428879,0.201114295
CAL51,AZD1775,0.44778091,-0.16703251800000002,0.30615737
CAL851,AZD1775,0.48002112799999996,-0.525346646,0.206000435
CAMA1,AZD1775,0.035852093,-0.185378934,5.509202887
MCF10A (GM),AZD1775,0.13501819199999998,0.041823807000000005,5.345348211
SKBR3,AZD1775,0.5175625660000001,-0.542518775,0.220588416
CAL120,AZD2014,0.46301339799999996,0.211806408,0.183179162
CAL51,AZD2014,0.47996222299999997,0.211244347,0.181504176
CAL851,AZD2014,0.636026275,0.11792298,0.008012405
CAMA1,AZD2014,0.867028767,-0.06163604,5.32E-05
MCF10A (GM),AZD2014,0.571085287,0.11979924300000001,0.036873136
SKBR3,AZD2014,0.862193567,-0.039755652999999995,1.27E-05
CAL120,AZD5363,0.039683348,0.8058351559999999,48.92087475
CAL51,AZD5363,0.158616822,0.57157427,30.99054007
CAL851,AZD5363,0.091233323,0.619839417,32.06537609
CAMA1,AZD5363,0.5748396689999999,-0.071293272,0.052392565
MCF10A (GM),AZD5363,0.214507838,0.642224714,inf
SKBR3,AZD5363,0.22615760399999998,0.146893461,2.864931585
CAL120,AZD6738,-0.16908068399999998,0.7825438929999999,inf
CAL51,AZD6738,0.100211106,0.057887121,5.465203219
CAL851,AZD6738,0.067049183,0.143423198,4.532829987
CAMA1,AZD6738,-0.049062407,0.258814683,8.92482791
MCF10A (GM),AZD6738,0.072734881,0.22773285199999999,6.863758805
SKBR3,AZD6738,0.33302928600000004,-0.060430868,0.870766345
CAL120,BJP-6-5-3,0.0021730210000000002,0.8855489809999999,inf
CAL51,BJP-6-5-3,0.027189603,0.885681035,inf
CAL851,BJP-6-5-3,0.093216102,0.618138199,inf
CAMA1,BJP-6-5-3,0.014304091000000001,0.7377856770000001,inf
MCF10A (GM),BJP-6-5-3,-0.0006887519999999999,0.9764632659999999,inf
SKBR3,BJP-6-5-3,0.037711883,0.80629161,inf
CAL120,BMS-265246,0.346652291,0.36686821399999997,2.150808891
CAL51,BMS-265246,0.22082797899999998,0.288862781,4.141697711
CAL851,BMS-265246,0.670262155,-0.0056246,0.00867763
CAMA1,BMS-265246,0.835597369,-0.09042678800000001,0.000258737
MCF10A (GM),BMS-265246,0.414170043,0.114903773,0.401072429
SKBR3,BMS-265246,0.5383389270000001,-0.00323831,0.089532792
CAL120,BSJ-01-175,0.6636355039999999,-0.250500726,0.041459398
CAL51,BSJ-01-175,0.418781988,-0.287774267,0.44140799
CAL851,BSJ-01-175,0.822820138,-0.499963838,0.012063047
CAMA1,BSJ-01-175,0.680000565,-0.683268338,0.099432268
MCF10A (GM),BSJ-01-175,0.31227522399999996,-0.30804166899999996,1.209205477
SKBR3,BSJ-01-175,1.029954833,-0.76462441,0.008614815
CAL120,BSJ-03-123,0.159764245,0.23849698600000002,5.249846772
CAL51,BSJ-03-123,0.185154409,0.159131584,4.445128846
CAL851,BSJ-03-123,0.40501390000000004,-0.200615871,0.432289319
CAMA1,BSJ-03-123,0.659062204,0.055098322000000005,0.008689237
MCF10A (GM),BSJ-03-123,0.247108396,-0.12331969699999999,2.153337477
SKBR3,BSJ-03-123,0.34165779700000004,-0.335447581,0.970702044
CAL120,BSJ-03-124,0.130219043,0.641735532,inf
CAL51,BSJ-03-124,0.26914803600000003,0.338354945,5.980062408
CAL851,BSJ-03-124,0.089576186,0.721465483,inf
CAMA1,BSJ-03-124,0.707230991,-0.01379551,0.003214106
MCF10A (GM),BSJ-03-124,0.096042635,0.549248281,14.11269281
SKBR3,BSJ-03-124,0.26562240000000004,0.32797793399999997,inf
CAL120,BVD523,0.107654866,0.481944925,9.59389161
CAL51,BVD523,0.057276459,0.7582271490000001,68.92388443
CAL851,BVD523,0.179525392,0.271956972,4.332501136
CAMA1,BVD523,0.240023535,0.153694208,2.698975328
MCF10A (GM),BVD523,0.265300608,0.225460479,1.524302012
SKBR3,BVD523,0.125251532,0.347454641,6.565896046
CAL120,CFI-400945,0.572023785,0.17784604,0.003550541
CAL51,CFI-400945,0.5574310720000001,0.016631476,0.005631168
CAL851,CFI-400945,0.752325954,-0.109213928,0.002212847
CAMA1,CFI-400945,0.588377833,-0.0149518,0.00356226
MCF10A (GM),CFI-400945,0.509915314,0.070773469,0.006300643
SKBR3,CFI-400945,0.709431068,-0.061126087999999995,0.001891474
CAL120,E17,0.7308264520000001,-0.060039725999999995,0.001691793
CAL51,E17,0.557143821,-0.10727553199999999,0.006388421
CAL851,E17,0.8876733240000001,-0.287136828,0.000728893
CAMA1,E17,0.88659638,-0.35807685,0.003211271
MCF10A (GM),E17,0.5591121920000001,-0.280115932,0.013631477
SKBR3,E17,1.166459369,-0.7063601359999999,0.000617868
CAL120,FMF-03-145-1,0.381483305,0.09070189,0.006133787
CAL51,FMF-03-145-1,0.391645112,0.034939344,0.006692724
CAL851,FMF-03-145-1,0.5906900820000001,-0.13588751699999999,0.004681601
CAMA1,FMF-03-145-1,0.390611835,0.023946494,0.006489973
MCF10A (GM),FMF-03-145-1,0.37918549799999995,0.095038038,0.005648157
SKBR3,FMF-03-145-1,0.466190571,-0.014836898999999999,0.005054177
CAL120,FMF-03-146-1,-0.011224484,0.967353633,inf
CAL51,FMF-03-146-1,0.040185139,0.919021967,inf
CAL851,FMF-03-146-1,0.063890606,0.9375602940000001,inf
CAMA1,FMF-03-146-1,-0.020446257,0.823182957,inf
MCF10A (GM),FMF-03-146-1,0.000519699,0.9772458140000001,inf
SKBR3,FMF-03-146-1,0.046504622999999995,0.677849905,inf
CAL120,FMF-04-107-2,0.69334184,-0.02474054,0.017693251
CAL51,FMF-04-107-2,0.293620487,0.258144679,1.872005736
CAL851,FMF-04-107-2,1.064796166,-0.273590353,0.002143092
CAMA1,FMF-04-107-2,1.0461773859999999,-0.304621445,0.001059824
MCF10A (GM),FMF-04-107-2,0.7752296790000001,-0.190275444,0.019618218
SKBR3,FMF-04-107-2,1.333416996,-0.6652344729999999,0.00127863
CAL120,FMF-04-112-1,-0.008667540999999999,0.98682687,inf
CAL51,FMF-04-112-1,0.04441125,0.902664591,inf
CAL851,FMF-04-112-1,0.066437528,0.832420559,inf
CAMA1,FMF-04-112-1,-0.020340449,0.8639422609999999,inf
MCF10A (GM),FMF-04-112-1,-0.002388848,0.938092127,inf
SKBR3,FMF-04-112-1,0.026293067000000003,0.8269386870000001,inf
CAL120,Flavopiridol,0.228939082,-0.044286523,0.206233384
CAL51,Flavopiridol,0.23944005399999999,-0.07250419999999999,0.201009312
CAL851,Flavopiridol,0.28987464,-0.214097323,0.166969496
CAMA1,Flavopiridol,0.248901583,-0.104352425,0.182691926
MCF10A (GM),Flavopiridol,0.30907536,-0.279288606,0.102767902
SKBR3,Flavopiridol,0.34585763799999997,-0.7244765129999999,0.150186051
CAL120,GSK2334470,0.08860233199999999,0.7849737929999999,3231.931664
CAL51,GSK2334470,0.04846197,0.799874566,189.0126143
CAL851,GSK2334470,0.1934237,0.5895149789999999,inf
CAMA1,GSK2334470,-0.018924607,0.714243321,inf
MCF10A (GM),GSK2334470,0.027449803999999998,0.85743324,inf
SKBR3,GSK2334470,0.31234334399999997,0.316173152,2.2603846
CAL120,LEE011/Ribociclib,0.264939174,0.630801328,inf
CAL51,LEE011/Ribociclib,0.300031963,0.384608987,3.701727916
CAL851,LEE011/Ribociclib,0.079822148,1.030955099,inf
CAMA1,LEE011/Ribociclib,0.656609084,0.12495814300000001,0.009548556
MCF10A (GM),LEE011/Ribociclib,0.166302492,0.519605632,23.819033
SKBR3,LEE011/Ribociclib,0.33621652799999996,0.484889611,6.314840213
CAL120,LY2606368,0.342789963,0.31614495600000003,0.000963832
CAL51,LY2606368,0.511859733,0.091147691,0.000580126
CAL851,LY2606368,0.585711533,0.020314758,0.000434673
CAMA1,LY2606368,0.46193556799999996,0.114989317,0.000647938
MCF10A (GM),LY2606368,0.243842382,0.32879736,0.012272996
SKBR3,LY2606368,0.799783582,-0.400733764,0.000436955
CAL120,LY3023414,0.69642973,0.046891477,0.001752076
CAL51,LY3023414,0.6191736720000001,-0.09591587,0.012114434
CAL851,LY3023414,0.772197417,-0.045019245,0.000400242
CAMA1,LY3023414,0.9593341999999999,-0.394797599,2.96E-06
MCF10A (GM),LY3023414,0.672592669,0.05604548,0.005808536
SKBR3,LY3023414,0.817295277,-0.496779985,0.002026311
CAL120,MFH-2-90,0.630444165,-0.060444125,0.00048409
CAL51,MFH-2-90,0.429574887,-0.128454887,0.002765661
CAL851,MFH-2-90,0.658797325,-0.164245733,0.000507956
CAMA1,MFH-2-90,0.739235968,-0.317920073,0.000591405
MCF10A (GM),MFH-2-90,0.675367875,-0.217949123,0.00053459
SKBR3,MFH-2-90,0.89818789,-0.695087508,0.000486184
CAL120,Pin1-3,0.013973386,0.736136692,11.76341488
CAL51,Pin1-3,0.022512652,0.749843113,11.84760292
CAL851,Pin1-3,0.018184567,0.682027901,11.20158215
CAMA1,Pin1-3,-0.028593377000000007,1.0722548729999999,inf
MCF10A (GM),Pin1-3,0.011870348000000001,0.816547093,12.73147419
SKBR3,Pin1-3,0.025307884,0.733762015,11.67944683
CAL120,R0-3306,0.012459858999999998,0.149836943,8.515279504
CAL51,R0-3306,0.063432558,0.265361244,8.371538655
CAL851,R0-3306,0.156295085,-0.060974411,6.411431752
CAMA1,R0-3306,0.08717305800000001,0.04029636,4.400763369
MCF10A (GM),R0-3306,0.07791416,-0.030779179,6.361531093
SKBR3,R0-3306,0.158990772,-0.044292680999999993,4.835693805
CAL120,Rucaparib,0.12563917,0.611438127,73.77608352
CAL51,Rucaparib,0.088208175,0.71021203,1502.429574
CAL851,Rucaparib,0.20706751399999998,0.435441755,inf
CAMA1,Rucaparib,0.09942351199999999,0.788968938,inf
MCF10A (GM),Rucaparib,0.045091618,0.881959522,inf
SKBR3,Rucaparib,0.102446809,0.755503232,inf
CAL120,SHP099,-0.000592273,0.869899395,14.25770967
CAL51,SHP099,0.03056403,0.9041883190000001,inf
CAL851,SHP099,0.109038895,0.614887337,inf
CAMA1,SHP099,0.049520314,0.7669600679999999,inf
MCF10A (GM),SHP099,0.019742175,0.740112262,13.87974243
SKBR3,SHP099,0.026988066,1.0218823940000001,inf
CAL120,SY-1365,0.505724803,-0.030287435,0.000890237
CAL51,SY-1365,0.526512532,-0.022577016000000002,0.000780234
CAL851,SY-1365,0.686567258,-0.28047164199999997,0.000408945
CAMA1,SY-1365,0.606559532,-0.51763532,0.000791853
MCF10A (GM),SY-1365,0.654419894,-0.287416422,0.000679005
SKBR3,SY-1365,0.8647208740000001,-0.76365697,0.000651568
CAL120,THZ-P1-2,0.12283777900000001,-0.26442865600000004,6.270726762
CAL51,THZ-P1-2,0.015270899,0.755020895,13.19292073
CAL851,THZ-P1-2,0.360306711,-0.776033548,2.979963702
CAMA1,THZ-P1-2,0.308451882,-0.601697485,3.322653059
MCF10A (GM),THZ-P1-2,0.08950730900000001,-0.12882759800000002,7.622962612
SKBR3,THZ-P1-2,0.153158455,-0.73834198,4.236957325
CAL120,THZ-P1-2R,0.004340658,0.972099423,inf
CAL51,THZ-P1-2R,0.011246201,0.980534632,inf
CAL851,THZ-P1-2R,0.10585503199999999,0.613802815,inf
CAMA1,THZ-P1-2R,0.003060466,0.8528638890000001,inf
MCF10A (GM),THZ-P1-2R,-0.018010955,1.013105739,inf
SKBR3,THZ-P1-2R,-0.043777933,1.028102995,inf
CAL120,THZ1,0.335497375,-0.114295193,0.057643125
CAL51,THZ1,0.157248967,0.117462056,0.397383663
CAL851,THZ1,0.627629951,-0.523034701,0.009114168
CAMA1,THZ1,0.45631653899999997,-0.462196948,0.033671165
MCF10A (GM),THZ1,0.360662141,-0.222229211,0.048830717
SKBR3,THZ1,0.669743149,-0.746471325,0.013974264
CAL120,THZ531,0.209803987,-0.020755561999999998,0.149078651
CAL51,THZ531,0.08761127699999999,0.567380279,1.369096616
CAL851,THZ531,0.343975081,-0.187510908,0.070520723
CAMA1,THZ531,0.235772648,-0.37475711799999994,0.139164134
MCF10A (GM),THZ531,0.131414363,-0.24508202,0.432686444
SKBR3,THZ531,0.537260065,-0.599794144,0.027492708
CAL120,YKL-5-124,0.591695696,0.180783448,0.008982289
CAL51,YKL-5-124,0.645631202,0.016717495,0.009673947
CAL851,YKL-5-124,1.1948080540000001,-0.579556241,#NAME?
CAMA1,YKL-5-124,0.9649846679999999,-0.5345153420000001,#NAME?
MCF10A (GM),YKL-5-124,0.955787015,-0.134909759,0.000325257
SKBR3,YKL-5-124,0.958161246,-0.589127626,0.000113561
CAL120,ZZ1-33B,0.719272692,-0.002314123,0.009569891
CAL51,ZZ1-33B,0.34065181,-0.028518225,0.845257941
CAL851,ZZ1-33B,0.27059810100000004,-0.204933736,2.473247288
CAMA1,ZZ1-33B,1.179429824,-0.370634432,0.000336086
MCF10A (GM),ZZ1-33B,1.003171455,-0.26540689300000003,0.002897966
SKBR3,ZZ1-33B,1.33255098,-0.731531935,0.001096184
CAL120,senexin b,0.131182369,0.85611326,inf
CAL51,senexin b,0.118236668,0.758384507,inf
CAL851,senexin b,0.21206894199999998,0.6395547429999999,inf
CAMA1,senexin b,0.34614106899999997,0.229800511,1.148148873
MCF10A (GM),senexin b,0.020743993,0.8923757940000001,216.487169
SKBR3,senexin b,0.170078478,0.793325301,inf
AU-565,AZD1775,0.5201144329999999,-0.43520691899999997,0.154840099
HCC1428,AZD1775,0.158027459,-0.321856078,4.287573966
SUM1315,AZD1775,0.978159801,-0.672593826,0.000258157
SUM149,AZD1775,0.598300685,-0.380528565,0.074875002
SUM159,AZD1775,0.250752492,-0.13677486,2.072003414
HME1,AZD1775,0.43742311899999997,-0.151126167,0.311111522
AU-565,AZD2014,0.739372749,-0.012736116,0.004650827
HCC1428,AZD2014,1.24929233,-0.5321865729999999,2.72E-05
SUM1315,AZD2014,0.650288282,0.106901355,0.001786321
SUM149,AZD2014,0.3857337320000001,0.4191632970000001,1.909454669
SUM159,AZD2014,0.479816164,0.12090977,0.175496488
HME1,AZD2014,0.599527367,0.144829407,0.017326879
AU-565,AZD5363,0.227811565,0.356710982,4.821967506
HCC1428,AZD5363,-0.27490305800000003,1.089529748,inf
SUM1315,AZD5363,0.140838872,0.704743397,inf
SUM149,AZD5363,0.107953713,0.343409205,6.732890185
SUM159,AZD5363,0.176729888,0.443028752,9.710659127
HME1,AZD5363,0.18758691800000002,0.56532837,28.58455322
AU-565,AZD6738,0.039337901,0.32499048,9.187357188
HCC1428,AZD6738,-0.33582657,0.7102072490000001,inf
SUM1315,AZD6738,0.053161136,-0.16729770000000002,4.55800243
SUM149,AZD6738,0.110122496,-0.21426342,4.012381669
SUM159,AZD6738,0.009367732,0.505290117,10.17610119
HME1,AZD6738,-0.003808305,0.29700844,5.804645624
AU-565,BJP-6-5-3,0.08539508900000001,0.706641385,inf
HCC1428,BJP-6-5-3,-0.019410989,0.547330149,inf
SUM1315,BJP-6-5-3,-0.027402712000000003,0.859415184,inf
SUM149,BJP-6-5-3,0.005007668,0.89029693,inf
SUM159,BJP-6-5-3,0.007649181999999998,0.933474915,inf
HME1,BJP-6-5-3,0.017508813999999998,0.939609355,inf
AU-565,BMS-265246,0.533499072,-0.139871988,0.117168809
HCC1428,BMS-265246,0.917353357,-0.30288467199999997,#NAME?
SUM1315,BMS-265246,0.795142551,-0.18691319899999997,0.006744024
SUM149,BMS-265246,0.631204612,0.108073468,0.017150297
SUM159,BMS-265246,0.46023263799999997,0.270306723,0.176410965
HME1,BMS-265246,0.858250197,-0.02368179,0.001221606
AU-565,BSJ-01-175,1.020988793,-0.574126592,0.006485047
HCC1428,BSJ-01-175,1.154361996,-0.9855438679999999,0.007344671
SUM1315,BSJ-01-175,0.47972695,-0.738052735,0.464375684
SUM149,BSJ-01-175,0.7725029999999999,-0.507401165,0.039137233
SUM159,BSJ-01-175,0.6059875229999999,-0.294829342,0.077864901
HME1,BSJ-01-175,0.970243625,-0.297931928,0.005825318
AU-565,BSJ-03-123,0.33661996200000005,-0.361453519,1.0657664
HCC1428,BSJ-03-123,0.552953748,-0.11925015800000001,0.083747692
SUM1315,BSJ-03-123,0.311468309,0.23369520000000002,2.053253119
SUM149,BSJ-03-123,0.293010079,0.010806335,1.346427052
SUM159,BSJ-03-123,0.26191528399999997,-0.032791592,1.980097484
HME1,BSJ-03-123,0.42150266799999997,-0.15579557900000002,0.370385839
AU-565,BSJ-03-124,0.278723245,0.181136902,2.771697333
HCC1428,BSJ-03-124,0.44876856,-0.175774305,inf
SUM1315,BSJ-03-124,0.324703454,0.22883875,1.975558123
SUM149,BSJ-03-124,0.115138227,0.525454209,15.97703643
SUM159,BSJ-03-124,0.19566740600000002,0.327241545,6.385202154
HME1,BSJ-03-124,0.267552855,0.191767183,3.322977453
AU-565,BVD523,0.075131184,0.547137005,12.77147172
HCC1428,BVD523,0.42054508399999996,0.15288722400000002,inf
SUM1315,BVD523,0.082269832,0.202321403,5.783714818
SUM149,BVD523,0.22940905,0.212258896,2.062936854
SUM159,BVD523,0.25258641800000003,0.157932274,1.941068292
HME1,BVD523,0.442652824,0.004966580999999999,0.213965091
AU-565,CFI-400945,0.7241555209999999,-0.165948748,0.003132513
HCC1428,CFI-400945,0.848007313,-0.461808006,0.002687696
SUM1315,CFI-400945,0.7295124590000001,-0.140898701,0.001687992
SUM149,CFI-400945,0.668241189,-0.072894352,0.003347642
SUM159,CFI-400945,0.622115812,-0.09481418,0.004294074
HME1,CFI-400945,0.775691485,-0.145353171,0.001128299
AU-565,E17,1.111083756,-0.531756624,0.000695978
HCC1428,E17,1.315474671,-0.793846475,0.00036955
SUM1315,E17,0.902281925,-0.7012112140000001,0.005024594
SUM149,E17,0.822259031,-0.426345174,0.004052414
SUM159,E17,0.5580547029999999,-0.084870068,0.008546496
HME1,E17,0.723740355,-0.269989723,0.004216846
AU-565,FMF-03-145-1,0.510504783,-0.154351009,0.005096346
HCC1428,FMF-03-145-1,0.49855667200000003,-0.262584045,0.005318056
SUM1315,FMF-03-145-1,0.4705119370000001,-0.153634699,0.005477805
SUM149,FMF-03-145-1,0.464112378,-0.109551416,0.005594082
SUM159,FMF-03-145-1,0.473567405,-0.11530278199999999,0.005493416
HME1,FMF-03-145-1,0.43711990100000003,-0.079158425,0.005874696
AU-565,FMF-03-146-1,0.099703751,0.718437867,1150.600524
HCC1428,FMF-03-146-1,0.099854005,0.705714359,inf
SUM1315,FMF-03-146-1,0.040810876,0.8119721120000001,inf
SUM149,FMF-03-146-1,-0.003142693,0.966886267,inf
SUM159,FMF-03-146-1,0.031773335,0.898853132,inf
HME1,FMF-03-146-1,0.047795341,0.784429623,117.062804
AU-565,FMF-04-107-2,1.105439975,-0.5143400220000001,0.003190234
HCC1428,FMF-04-107-2,1.390711025,-0.7711396970000001,0.001990282
SUM1315,FMF-04-107-2,0.968771948,-0.556132741,0.005282485
SUM149,FMF-04-107-2,0.9533389659999999,-0.291400442,0.008464118
SUM159,FMF-04-107-2,0.354349453,-0.12068354099999999,0.71479199
HME1,FMF-04-107-2,0.965690657,-0.19318461,0.003657147
AU-565,FMF-04-112-1,0.07346022,0.680631522,inf
HCC1428,FMF-04-112-1,0.184739895,0.73279645,inf
SUM1315,FMF-04-112-1,0.10468477,0.7858569679999999,inf
SUM149,FMF-04-112-1,0.018469769,0.907111113,inf
SUM159,FMF-04-112-1,0.034524278,0.861662928,76.94618991
HME1,FMF-04-112-1,0.060203669,0.769375505,50.17960407
AU-565,Flavopiridol,0.349543741,-0.526634266,0.10007566
HCC1428,Flavopiridol,0.47734521799999996,-0.7881958,0.042347459
SUM1315,Flavopiridol,0.36005391,-0.694283946,0.117159177
SUM149,Flavopiridol,0.24047381,-0.42204705,0.194201092
SUM159,Flavopiridol,0.24825429999999996,-0.039463791,0.135284066
HME1,Flavopiridol,0.31283108600000004,-0.32934139100000004,0.113782408
AU-565,GSK2334470,0.243919036,0.397430021,8.106446814
HCC1428,GSK2334470,0.42889209999999994,0.12583977699999999,inf
SUM1315,GSK2334470,0.290330547,0.426750881,4.103157037
SUM149,GSK2334470,0.043120675,0.695216795,25.15075589
SUM159,GSK2334470,0.106386824,0.600320712,26.16949291
HME1,GSK2334470,0.127445454,0.641847014,124.3441004
AU-565,LEE011/Ribociclib,0.40051172,0.266236407,0.717084043
HCC1428,LEE011/Ribociclib,0.7291962129999999,0.06500423400000001,#NAME?
SUM1315,LEE011/Ribociclib,0.34957681,0.44506374299999996,2.991100514
SUM149,LEE011/Ribociclib,0.190435021,0.60264478,214.1877541
SUM159,LEE011/Ribociclib,0.242169675,0.43753957,9.415817686
HME1,LEE011/Ribociclib,0.363646808,0.293869548,1.229398011
AU-565,LY2606368,0.523957377,0.043058685,0.000751099
HCC1428,LY2606368,0.6720569679999999,-0.004290471,0.000268367
SUM1315,LY2606368,0.80184849,-0.413940242,0.000498881
SUM149,LY2606368,0.7152554870000001,-0.318519693,0.000550519
SUM159,LY2606368,0.515516093,0.007128403,0.000716903
HME1,LY2606368,0.585984715,-0.062114842999999996,0.000596184
AU-565,LY3023414,0.7811795859999999,-0.424210417,0.004446606
HCC1428,LY3023414,1.217914615,-0.648722825,3.33E-07
SUM1315,LY3023414,0.656151612,-0.214348222,0.018621313
SUM149,LY3023414,0.28463304899999997,-0.030410737,1.580732863
SUM159,LY3023414,0.725487875,0.06757644900000001,0.001301143
HME1,LY3023414,0.674168085,0.05747216700000001,0.002817125
AU-565,MFH-2-90,0.845154785,-0.453625987,0.000463886
HCC1428,MFH-2-90,1.105512243,-0.8023698309999999,0.0002537
SUM1315,MFH-2-90,0.8404031890000001,-0.656892609,0.000561487
SUM149,MFH-2-90,0.7787590940000001,-0.372449415,0.000488142
SUM159,MFH-2-90,0.613974715,-0.052045298,0.000506544
HME1,MFH-2-90,0.677212417,-0.186085444,0.000516334
AU-565,Pin1-3,0.127735193,0.606646809,32.99458848
HCC1428,Pin1-3,-0.021552663,0.505809482,inf
SUM1315,Pin1-3,-0.01238309,0.9110208000000001,inf
SUM149,Pin1-3,0.06990888099999999,0.324461004,5.468513438
SUM159,Pin1-3,0.00650621,0.917526253,inf
HME1,Pin1-3,0.018731734,0.764201487,inf
AU-565,R0-3306,0.440607194,-0.14036864699999999,0.29801811
HCC1428,R0-3306,0.141084131,-0.233546545,3.389140627
SUM1315,R0-3306,0.18604514800000002,-0.142262536,2.785193996
SUM149,R0-3306,0.105063788,-0.122088993,4.925717965
SUM159,R0-3306,0.063487115,0.14471464,7.486075672
HME1,R0-3306,0.05919892,0.026256525,4.102557636
AU-565,Rucaparib,0.066488314,0.679663227,inf
HCC1428,Rucaparib,0.635438364,-0.258841125,#NAME?
SUM1315,Rucaparib,0.309072026,0.39968262,inf
SUM149,Rucaparib,0.198996337,0.556669419,67.08136301
SUM159,Rucaparib,0.093315077,0.80007232,inf
