CellLine	DrugName	PrimaryTarget	Pathway	GR50	GRmax	GR_AOC	Death_AUC	Hill_GR	GEC50	GR_r2
HCC1428	ABT-737	Bcl2/XL	Misc	4.0616	0.24312	0.11938	0.071648	1.0222	5.0858	0.98165
HCC1428	Vorinostat	HDAC	Misc	0.83512	-0.47924	0.33994	0.10221	1.4868	1.371	0.99679
HCC1428	Luminespib/NVP-AUY922	HSP90	Misc	0.0028629	-0.0043355	0.6375	0.097211	5	0.0028677	0.99886
HCC1428	A-1210477	Mcl-1	Misc	Inf	0.81551	-0.020663	0.002594	4.9615	5.2131	0.71606
HCC1428	Olaparib/AZD2281	PARP	Misc	0.55326	0.11852	0.32286	0.0089392	0.87691	0.48774	0.98952
HCC1428	Bleomycin	Radiation	Misc	4.2581	0.21732	0.17799	0.016575	0.73928	18.8191	0.91689
HCC1428	Ipatasertib/GDC0068	AKT	PI3K/mTOR	Inf	0.99112	-0.03827	-7.4132e-05	0	Inf	-2.9826
HCC1428	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	Inf	0.85302	0.02024	0.0030569	0	Inf	0.41688
HCC1428	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	4.2249	0.1734	0.14382	0.019154	0.86926	14.9521	0.96527
HCC1428	TGX221	PI3Kb	PI3K/mTOR	Inf	0.76945	0.014252	0.0032918	4.9999	3.7973	0.75865
HCC1428	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.012745	-0.014526	0.44632	0.056557	1.23	0.012006	0.9876
HCC1428	Everolimus	mTOR1	PI3K/mTOR	0.031039	0.34618	0.5186	0.019164	0.1	0.0006981	0.70927
HCC1428	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.0059301	-0.00012692	0.6483	0.051927	1.1926	0.0053821	0.98873
HCC1428	PF-4708671	p70S6K	PI3K/mTOR	69.2764	0.86434	-0.0019013	-8.0233e-05	0.86937	128.134	0.60897
HCC1428	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.69074	-0.26455	0.35241	0.10868	1.9122	0.88637	0.99206
HCC1428	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	5.8689	0.19164	0.11706	0.031019	1.2411	14.2229	0.90007
HCC1428	Ceritinib/LDK378	ALK	RTK	1.2414	-0.86725	0.30141	0.12882	1.6178	2.4481	0.99584
HCC1428	Neratinib/HKI272	EGFR/HER2	RTK	1.4327	-0.041172	0.1042	0.028261	1.5482	2.7752	0.9933
HCC1428	Tivantinib/ARQ197	MET	RTK	0.2516	0.034053	0.36641	0.11063	2.2041	0.23715	0.99573
HCC1428	Cediranib/AZD2171	VEGFR/cKIT	RTK	3.1657	-0.55015	0.19429	0.061932	1.9637	5.5392	0.98192
HCC1428	Cabozantinib	VEGFR2/MET	RTK	Inf	0.63101	0.020417	-0.00081637	2.9241	4.2982	0.94377
HME1	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.19935	0.015643	0.4285	0.021699	0.64371	0.22196	0.98583
HME1	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.22285	0.25715	0.26114	0.011103	0.97774	0.10881	0.98803
HME1	AZD7762	CHK1/2	Cell cycle	0.2501	-0.47796	0.46383	0.22603	1.0093	0.48873	0.98439
HME1	Volasertib/BI6727	PLK	Cell cycle	0.017242	-0.081707	0.42626	0.12731	3.6204	0.017483	0.99425
HME1	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.012053	-0.28484	0.5701	0.2465	5	0.013188	0.9972
HME1	Cisplatin	Chemo	Chemotherapy	1.1201	-0.21802	0.29693	0.078215	0.84179	3.0767	0.99525
HME1	Doxorubicin	Chemo	Chemotherapy	0.0047147	-0.39846	0.83588	0.27846	0.95212	0.0078037	0.96003
HME1	Paclitaxel	Chemo	Chemotherapy	0.0031675	-0.2241	0.67943	0.24008	1.5314	0.0037399	0.98563
HME1	Topotecan	Topo I	Chemotherapy	0.0072669	-0.33989	0.87269	0.25344	1.2621	0.0091245	0.95352
HME1	Etoposide	Topo II	Chemotherapy	0.13797	-0.3838	0.54208	0.17537	1.3297	0.19469	0.98888
HME1	Dasatinib	BCR/ABL	MAPK/nRTK	0.18336	-0.074912	0.41741	0.050471	1.1864	0.19403	0.97949
HME1	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.0057339	0.2032	0.43871	0.0257	2.428	0.0044228	0.99436
HME1	Saracatinib/AZD0530	SRC	MAPK/nRTK	7.2253	0.45959	0.002568	0.0040764	5	4.583	0.94329
HME1	ABT-737	Bcl2/XL	Misc	Inf	0.49494	0.089642	0.030281	5	1.1036	0.96879
HME1	Vorinostat	HDAC	Misc	3.0223	0.05513	0.1529	0.014955	1.2382	4.3407	0.99434
HME1	Luminespib/NVP-AUY922	HSP90	Misc	0.0085459	-0.33456	0.65444	0.31317	5	0.0094546	0.99721
HME1	A-1210477	Mcl-1	Misc	0.89942	-0.42218	0.3385	0.13943	2.8064	1.1273	0.99868
HME1	Olaparib/AZD2281	PARP	Misc	25.4252	0.59108	0.025817	-0.00090773	1.9303	5.1651	0.96396
HME1	Bleomycin	Radiation	Misc	0.20687	-0.11048	0.48013	0.10728	0.89891	0.29746	0.98718
HME1	Ipatasertib/GDC0068	AKT	PI3K/mTOR	Inf	0.6353	0.03647	0.0078589	1.2722	3.6876	0.93611
HME1	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	6.0356	0.30707	0.11234	0.007876	0.90183	20.4027	0.98253
HME1	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.14812	0.033604	0.4394	0.034043	0.81194	0.13524	0.98597
HME1	TGX221	PI3Kb	PI3K/mTOR	Inf	1.0265	-0.031791	-0.00048483	0	Inf	-0.12868
HME1	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.025621	0.076352	0.34682	0.031035	1.0824	0.018946	0.97645
HME1	Everolimus	mTOR1	PI3K/mTOR	Inf	0.48881	0.37155	0.020585	0	Inf	0.05647
HME1	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.033475	0.19685	0.4005	0.016404	1.3589	0.020278	0.99162
HME1	PF-4708671	p70S6K	PI3K/mTOR	5.3765	0.4546	0.13578	0.074558	1.1002	0.7834	0.96742
HME1	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	1.1504	-0.24155	0.24694	0.082557	1.9615	1.4311	0.99598
HME1	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	2.8093	0.126	0.14179	0.0078388	1.0287	3.8551	0.98326
HME1	Ceritinib/LDK378	ALK	RTK	0.82116	-0.35566	0.30358	0.12731	1.8255	1.1186	0.99521
HME1	Neratinib/HKI272	EGFR/HER2	RTK	0.15243	0.098267	0.27727	0.016573	1.3397	0.11637	0.9808
HME1	Tivantinib/ARQ197	MET	RTK	0.034438	-0.1612	0.65919	0.22118	2.3055	0.037958	0.99175
HME1	Cediranib/AZD2171	VEGFR/cKIT	RTK	7.6446	0.02749	0.021427	0.024357	4.8856	8.7954	0.98095
HME1	Cabozantinib	VEGFR2/MET	RTK	3.2402	-0.10516	0.10203	0.025974	2.6885	3.6278	0.98973
SUM1315	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.049304	-0.14446	0.58154	0.029093	0.50665	0.075697	0.94514
SUM1315	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.093193	0.30014	0.3314	0.01148	0.97376	0.030153	0.98295
SUM1315	AZD7762	CHK1/2	Cell cycle	0.050295	-0.65263	0.70075	0.2071	0.95098	0.10294	0.9607
SUM1315	Volasertib/BI6727	PLK	Cell cycle	0.0095	-0.38768	0.66581	0.22629	2.324	0.012143	0.99552
SUM1315	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.010938	-0.66735	0.76962	0.27796	4.1442	0.013399	0.99826
SUM1315	Cisplatin	Chemo	Chemotherapy	1.275	0.2028	0.29605	0.059234	0.47978	3.6243	0.95111
SUM1315	Doxorubicin	Chemo	Chemotherapy	0.018222	-0.063543	0.51324	0.13244	2.098	0.016338	0.96491
SUM1315	Paclitaxel	Chemo	Chemotherapy	0.0024623	-0.32584	0.79312	0.29401	2.0093	0.0030737	0.99498
SUM1315	Topotecan	Topo I	Chemotherapy	0.011771	-0.33169	0.76897	0.21735	0.32629	0.11949	0.94357
SUM1315	Etoposide	Topo II	Chemotherapy	0.29244	0.041602	0.38333	0.10873	0.75363	0.26458	0.97369
SUM1315	Dasatinib	BCR/ABL	MAPK/nRTK	0.019122	-0.23659	0.73977	0.13229	0.46014	0.063919	0.98963
SUM1315	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.021115	0.13294	0.38867	0.053243	1.054	0.01638	0.99458
SUM1315	Saracatinib/AZD0530	SRC	MAPK/nRTK	1.3921	0.084571	0.24392	0.040687	0.70662	2.4563	0.99551
SUM1315	ABT-737	Bcl2/XL	Misc	5.9406	0.30557	0.098695	0.035974	0.80156	23.3924	0.93756
SUM1315	Vorinostat	HDAC	Misc	1.7621	-0.066793	0.17415	0.065999	2.7811	1.8526	0.9927
SUM1315	Luminespib/NVP-AUY922	HSP90	Misc	0.0048627	-0.080974	0.61122	0.13739	5	0.0050309	0.99738
SUM1315	A-1210477	Mcl-1	Misc	Inf	0.73991	-0.023428	-0.00086745	3.9393	9.1387	0.79269
SUM1315	Olaparib/AZD2281	PARP	Misc	2.0295	0.091107	0.24516	0.043161	0.5075	17.6824	0.94995
SUM1315	Bleomycin	Radiation	Misc	0.21351	0.14909	0.4103	0.12456	0.81248	0.15089	0.9779
SUM1315	Ipatasertib/GDC0068	AKT	PI3K/mTOR	36.6304	0.607	0.1242	0.0098782	0.32626	999.2697	0.9146
SUM1315	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	6.462	0.38285	0.11689	0.020289	0.59974	40.3568	0.94056
SUM1315	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.51622	0.094248	0.39695	0.047562	0.29256	22.0638	0.995
SUM1315	TGX221	PI3Kb	PI3K/mTOR	Inf	0.70541	0.13621	0.0072764	0.93665	0.077385	0.83645
SUM1315	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.015037	-0.090333	0.48631	0.062104	0.70794	0.022637	0.99665
SUM1315	Everolimus	mTOR1	PI3K/mTOR	Inf	0.40176	0.45385	0.032958	0	Inf	0.42807
SUM1315	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.0065863	0.025552	0.64711	0.066177	0.86157	0.0061137	0.99691
SUM1315	PF-4708671	p70S6K	PI3K/mTOR	Inf	0.59511	0.09769	0.0058619	0.95184	1.3643	0.93531
SUM1315	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.40124	-0.36859	0.43883	0.11493	0.91479	0.94031	0.98014
SUM1315	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.51112	0.13003	0.37066	0.043289	0.43837	0.96851	0.98439
SUM1315	Ceritinib/LDK378	ALK	RTK	0.6688	-0.76495	0.41345	0.097468	1.0318	1.9396	0.99439
SUM1315	Neratinib/HKI272	EGFR/HER2	RTK	0.092366	0.11401	0.36607	0.035335	0.93816	0.073122	0.99266
SUM1315	Tivantinib/ARQ197	MET	RTK	0.36967	-0.42997	0.47514	0.17182	2.17	0.49553	0.9978
SUM1315	Cediranib/AZD2171	VEGFR/cKIT	RTK	1.4839	-0.22758	0.24304	0.050011	0.79362	5.924	0.99038
SUM1315	Cabozantinib	VEGFR2/MET	RTK	4.5316	0.10945	0.10885	0.016301	1.1058	12.2361	0.99069
SUM159	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.28398	-0.46773	0.45851	0.10146	0.47992	2.802	0.95259
SUM159	Palbociclib/PD0332991	CDK4/6	Cell cycle	1.1058	0.38757	0.199	-0.00055773	0.63257	0.40763	0.99661
SUM159	AZD7762	CHK1/2	Cell cycle	0.81589	-0.11238	0.26969	0.092591	1.5031	0.93462	0.99443
SUM159	Volasertib/BI6727	PLK	Cell cycle	0.024832	0.046831	0.38732	0.12078	3.566	0.024055	0.99966
SUM159	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.016967	-0.064601	0.45363	0.10297	5	0.017277	0.99948
SUM159	Cisplatin	Chemo	Chemotherapy	5.2539	0.1742	0.11485	0.041632	1.1412	13.758	0.99717
SUM159	Doxorubicin	Chemo	Chemotherapy	0.019121	-0.27398	0.60681	0.29654	1.5857	0.022541	0.98806
SUM159	Paclitaxel	Chemo	Chemotherapy	0.0047473	-0.14848	0.638	0.29762	2.2238	0.0052544	0.99906
SUM159	Topotecan	Topo I	Chemotherapy	0.019593	-0.32844	0.79273	0.33294	1.486	0.025267	0.97848
SUM159	Etoposide	Topo II	Chemotherapy	0.41904	-0.14893	0.37363	0.1389	1.7468	0.47824	0.99862
SUM159	Dasatinib	BCR/ABL	MAPK/nRTK	Inf	0.56415	0.18498	0.0046973	1.3689	0.14044	0.98104
SUM159	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.0055877	0.27917	0.46133	0.0039161	0.99233	0.0023029	0.99862
SUM159	Saracatinib/AZD0530	SRC	MAPK/nRTK	13.9057	0.56238	0.07242	-0.0011377	0.98038	8.3037	0.99931
SUM159	ABT-737	Bcl2/XL	Misc	14.892	0.68224	0.023918	0.0073814	1.9362	14.743	0.99356
SUM159	Vorinostat	HDAC	Misc	1.9985	0.1195	0.18102	0.021567	1.3229	1.9352	0.99956
SUM159	Luminespib/NVP-AUY922	HSP90	Misc	0.0063084	-0.047591	0.57432	0.21558	4.5596	0.0064127	0.9997
SUM159	A-1210477	Mcl-1	Misc	15.1726	0.77958	-1.3712e-05	0.0025788	4.9964	11.2086	0.95671
SUM159	Olaparib/AZD2281	PARP	Misc	18.3192	0.72444	0.034967	0.001124	1.2272	44.7404	0.98618
SUM159	Bleomycin	Radiation	Misc	0.28119	-0.057726	0.4191	0.16802	0.76995	0.38984	0.99881
SUM159	Ipatasertib/GDC0068	AKT	PI3K/mTOR	9.2403	0.48838	0.11491	0.0019629	0.91801	2.8242	0.99791
SUM159	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	4.3125	0.28178	0.14092	0.0003168	0.77614	8.5413	0.99788
SUM159	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.024971	0.091577	0.58586	0.0023103	1.1458	0.019444	0.99527
SUM159	TGX221	PI3Kb	PI3K/mTOR	Inf	0.99059	-0.0087731	-0.00013731	0	Inf	-0.54094
SUM159	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.014492	0.1057	0.41372	0.0049747	1.4641	0.011782	0.9977
SUM159	Everolimus	mTOR1	PI3K/mTOR	Inf	0.68762	0.31734	-0.0017296	0	Inf	0.45421
SUM159	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.018735	0.15043	0.48318	0.0004023	1.5649	0.014424	0.99839
SUM159	PF-4708671	p70S6K	PI3K/mTOR	22.2837	0.73087	0.033664	0.012807	0.9688	68.5361	0.98758
SUM159	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	1.5871	-0.19418	0.22527	0.061265	1.5281	2.1811	0.99923
SUM159	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	1.2625	0.094224	0.23904	-0.0023532	0.98519	1.2984	0.99746
SUM159	Ceritinib/LDK378	ALK	RTK	1.5606	-0.37998	0.25903	0.14267	2.5153	1.9758	0.99862
SUM159	Neratinib/HKI272	EGFR/HER2	RTK	1.0155	0.33365	0.15849	0.00276	0.98071	0.58582	0.99938
SUM159	Tivantinib/ARQ197	MET	RTK	0.37997	-0.1921	0.39543	0.18061	2.0717	0.4458	0.9982
SUM159	Cediranib/AZD2171	VEGFR/cKIT	RTK	8.1187	0.31727	0.049059	0.0084971	2.1882	12.8042	0.99762
SUM159	Cabozantinib	VEGFR2/MET	RTK	5.7873	0.17438	0.087576	0.035674	1.3651	12.895	0.99886
