CellLine	DrugName	PrimaryTarget	Pathway	Conc	GRvalue	IncreasedFracDead
MDAMB231	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.0031623	0.94383	0.0033187
MDAMB231	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.01	0.89867	0.0088358
MDAMB231	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.031623	0.83339	0.0045516
MDAMB231	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.1	0.82158	0.01056
MDAMB231	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.31623	0.80732	0.0043419
MDAMB231	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	1	0.74417	0.0075829
MDAMB231	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	3.1623	0.68914	0.0040297
MDAMB231	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	10	0.3053	0.05995
MDAMB231	Ceritinib/LDK378	ALK	RTK	0.001	0.98174	-0.0045956
MDAMB231	Ceritinib/LDK378	ALK	RTK	0.0031623	1.0038	0.0018201
MDAMB231	Ceritinib/LDK378	ALK	RTK	0.01	0.94476	0.0006749
MDAMB231	Ceritinib/LDK378	ALK	RTK	0.031623	0.96408	0.0024384
MDAMB231	Ceritinib/LDK378	ALK	RTK	0.1	0.93452	0.0074245
MDAMB231	Ceritinib/LDK378	ALK	RTK	0.31623	0.86991	0.0070517
MDAMB231	Ceritinib/LDK378	ALK	RTK	1	0.43151	0.050635
MDAMB231	Ceritinib/LDK378	ALK	RTK	3.1623	-0.22829	0.32154
MDAMB231	Ceritinib/LDK378	ALK	RTK	10	-0.33262	0.52556
MDAMB231	Neratinib/HKI272	EGFR/HER2	RTK	0.00031623	0.98915	0.00060442
MDAMB231	Neratinib/HKI272	EGFR/HER2	RTK	0.001	1.0081	0.00055153
MDAMB231	Neratinib/HKI272	EGFR/HER2	RTK	0.0031623	0.98691	0.0043385
MDAMB231	Neratinib/HKI272	EGFR/HER2	RTK	0.01	1.0537	0.00087674
MDAMB231	Neratinib/HKI272	EGFR/HER2	RTK	0.031623	1.0276	0.01086
MDAMB231	Neratinib/HKI272	EGFR/HER2	RTK	0.1	1.0215	0.0073472
MDAMB231	Neratinib/HKI272	EGFR/HER2	RTK	0.31623	0.92242	0.016389
MDAMB231	Neratinib/HKI272	EGFR/HER2	RTK	1	0.69227	0.048907
MDAMB231	Neratinib/HKI272	EGFR/HER2	RTK	3.1623	-0.095742	0.3747
MDAMB231	Tivantinib/ARQ197	MET	RTK	0.001	0.97835	0.0038805
MDAMB231	Tivantinib/ARQ197	MET	RTK	0.0031623	1	0.00085375
MDAMB231	Tivantinib/ARQ197	MET	RTK	0.01	1.0612	-0.00078257
MDAMB231	Tivantinib/ARQ197	MET	RTK	0.031623	1.0948	0.0067232
MDAMB231	Tivantinib/ARQ197	MET	RTK	0.1	1.0783	0.0044048
MDAMB231	Tivantinib/ARQ197	MET	RTK	0.31623	0.62851	0.074353
MDAMB231	Tivantinib/ARQ197	MET	RTK	1	0.11652	0.26992
MDAMB231	Tivantinib/ARQ197	MET	RTK	3.1623	-0.0060156	0.24654
MDAMB231	Tivantinib/ARQ197	MET	RTK	10	-0.084537	0.32048
MDAMB231	Cediranib/AZD2171	VEGFR/cKIT	RTK	0.001	1.0153	-0.0026204
MDAMB231	Cediranib/AZD2171	VEGFR/cKIT	RTK	0.0031623	0.96496	0.010169
MDAMB231	Cediranib/AZD2171	VEGFR/cKIT	RTK	0.01	0.99649	0.0016036
MDAMB231	Cediranib/AZD2171	VEGFR/cKIT	RTK	0.031623	1.0061	0.0037033
MDAMB231	Cediranib/AZD2171	VEGFR/cKIT	RTK	0.1	0.99378	0.010764
MDAMB231	Cediranib/AZD2171	VEGFR/cKIT	RTK	0.31623	0.97487	0.010202
MDAMB231	Cediranib/AZD2171	VEGFR/cKIT	RTK	1	0.97099	0.011296
MDAMB231	Cediranib/AZD2171	VEGFR/cKIT	RTK	3.1623	0.83787	0.023013
MDAMB231	Cediranib/AZD2171	VEGFR/cKIT	RTK	10	-0.36201	0.52491
MDAMB231	Cabozantinib	VEGFR2/MET	RTK	0.001	0.97754	0.0070873
MDAMB231	Cabozantinib	VEGFR2/MET	RTK	0.0031623	1.0047	0.0022543
MDAMB231	Cabozantinib	VEGFR2/MET	RTK	0.01	0.98984	0.0061385
MDAMB231	Cabozantinib	VEGFR2/MET	RTK	0.031623	0.96521	0.0058007
MDAMB231	Cabozantinib	VEGFR2/MET	RTK	0.1	0.9003	0.010789
MDAMB231	Cabozantinib	VEGFR2/MET	RTK	0.31623	0.90754	0.011755
MDAMB231	Cabozantinib	VEGFR2/MET	RTK	1	0.82946	0.021607
MDAMB231	Cabozantinib	VEGFR2/MET	RTK	3.1623	0.74636	0.030325
MDAMB231	Cabozantinib	VEGFR2/MET	RTK	10	0.074872	0.20683
SKBR3	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.001	0.87128	0.0068259
SKBR3	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.0031623	0.86771	0.0036011
SKBR3	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.01	0.60777	0.025475
SKBR3	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.031623	0.48338	0.034953
SKBR3	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.1	0.39656	0.039857
SKBR3	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.31623	0.34321	0.039846
SKBR3	Abemaciclib/LY2835219	CDK4/6	Cell cycle	1	0.23968	0.061365
SKBR3	Abemaciclib/LY2835219	CDK4/6	Cell cycle	3.1623	0.26408	0.040048
SKBR3	Abemaciclib/LY2835219	CDK4/6	Cell cycle	10	0.14322	0.096661
SKBR3	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.00031623	1.0488	-0.0013264
SKBR3	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.001	1.0312	0.0042038
SKBR3	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.0031623	0.93817	0.0062896
SKBR3	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.01	0.86038	0.012039
SKBR3	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.031623	0.71207	0.017743
SKBR3	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.1	0.57493	0.030749
SKBR3	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.31623	0.43321	0.04315
SKBR3	Palbociclib/PD0332991	CDK4/6	Cell cycle	1	0.47117	0.035488
SKBR3	Palbociclib/PD0332991	CDK4/6	Cell cycle	3.1623	0.35028	0.047542
SKBR3	AZD7762	CHK1/2	Cell cycle	0.001	1.1677	0.0076338
SKBR3	AZD7762	CHK1/2	Cell cycle	0.0031623	1.1657	0.010454
SKBR3	AZD7762	CHK1/2	Cell cycle	0.01	0.92476	0.083492
SKBR3	AZD7762	CHK1/2	Cell cycle	0.031623	0.032739	0.336
SKBR3	AZD7762	CHK1/2	Cell cycle	0.1	-0.3118	0.4114
SKBR3	AZD7762	CHK1/2	Cell cycle	0.31623	-0.35705	0.41177
SKBR3	AZD7762	CHK1/2	Cell cycle	1	-0.40929	0.41557
SKBR3	AZD7762	CHK1/2	Cell cycle	3.1623	-0.44704	0.44511
SKBR3	AZD7762	CHK1/2	Cell cycle	10	-0.45094	0.45826
SKBR3	Volasertib/BI6727	PLK	Cell cycle	0.0001	1.032	-0.00049593
SKBR3	Volasertib/BI6727	PLK	Cell cycle	0.00031623	1.0373	0.0038052
SKBR3	Volasertib/BI6727	PLK	Cell cycle	0.001	1.1369	-0.0059918
SKBR3	Volasertib/BI6727	PLK	Cell cycle	0.0031623	0.9176	0.02544
SKBR3	Volasertib/BI6727	PLK	Cell cycle	0.01	-0.14704	0.4391
SKBR3	Volasertib/BI6727	PLK	Cell cycle	0.031623	-0.27687	0.50115
SKBR3	Volasertib/BI6727	PLK	Cell cycle	0.1	-0.27551	0.51415
SKBR3	Volasertib/BI6727	PLK	Cell cycle	0.31623	-0.2822	0.51136
SKBR3	Volasertib/BI6727	PLK	Cell cycle	1	-0.34942	0.53084
SKBR3	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.0001	0.96236	0.011029
SKBR3	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.00031623	0.93063	0.010668
SKBR3	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.001	1.0579	0.0089489
SKBR3	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.0031623	0.94722	0.010335
SKBR3	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.01	-0.0065478	0.29806
SKBR3	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.031623	-0.58295	0.57124
SKBR3	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.1	-0.59678	0.60052
SKBR3	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.31623	-0.62092	0.61399
SKBR3	Dinaciclib/SCH727965	pan CDK	Cell cycle	1	-0.58209	0.58342
SKBR3	Cisplatin	Chemo	Chemotherapy	0.0010833	1.0478	-0.0015125
SKBR3	Cisplatin	Chemo	Chemotherapy	0.0033333	0.98808	-0.0013523
SKBR3	Cisplatin	Chemo	Chemotherapy	0.01	0.97208	-0.0010802
SKBR3	Cisplatin	Chemo	Chemotherapy	0.031667	1.0428	0.00058291
SKBR3	Cisplatin	Chemo	Chemotherapy	0.1	1.0058	-0.0016947
SKBR3	Cisplatin	Chemo	Chemotherapy	0.31623	0.97917	-0.0044425
SKBR3	Cisplatin	Chemo	Chemotherapy	1	0.9143	-0.0050009
SKBR3	Cisplatin	Chemo	Chemotherapy	3.1623	0.67347	0.02231
SKBR3	Cisplatin	Chemo	Chemotherapy	10	0.24897	0.094999
SKBR3	Doxorubicin	Chemo	Chemotherapy	0.00031623	0.95953	-0.0023875
SKBR3	Doxorubicin	Chemo	Chemotherapy	0.001	1.0183	0.008637
SKBR3	Doxorubicin	Chemo	Chemotherapy	0.0031623	0.78974	0.031891
SKBR3	Doxorubicin	Chemo	Chemotherapy	0.01	0.27415	0.12506
SKBR3	Doxorubicin	Chemo	Chemotherapy	0.031623	-0.27745	0.37593
SKBR3	Doxorubicin	Chemo	Chemotherapy	0.1	-0.46035	0.52766
SKBR3	Doxorubicin	Chemo	Chemotherapy	0.31623	-0.50924	0.55596
SKBR3	Doxorubicin	Chemo	Chemotherapy	1	-0.61558	0.62174
SKBR3	Doxorubicin	Chemo	Chemotherapy	3.1623	-0.4717	0.58287
SKBR3	Paclitaxel	Chemo	Chemotherapy	0.0001	0.69658	0.068556
SKBR3	Paclitaxel	Chemo	Chemotherapy	0.00031623	1.0135	0.0016768
SKBR3	Paclitaxel	Chemo	Chemotherapy	0.001	0.83788	0.045558
SKBR3	Paclitaxel	Chemo	Chemotherapy	0.0031623	0.12017	0.30577
SKBR3	Paclitaxel	Chemo	Chemotherapy	0.01	-0.32485	0.57077
SKBR3	Paclitaxel	Chemo	Chemotherapy	0.031623	-0.34533	0.59024
SKBR3	Paclitaxel	Chemo	Chemotherapy	0.1	-0.31288	0.57079
SKBR3	Paclitaxel	Chemo	Chemotherapy	0.31623	-0.2908	0.56177
SKBR3	Paclitaxel	Chemo	Chemotherapy	1	-0.34005	0.58293
SKBR3	Topotecan	Topo I	Chemotherapy	0.0010833	0.95283	-0.0094492
SKBR3	Topotecan	Topo I	Chemotherapy	0.0033333	0.99473	-0.0029382
SKBR3	Topotecan	Topo I	Chemotherapy	0.01	0.76297	0.0063937
SKBR3	Topotecan	Topo I	Chemotherapy	0.031667	0.10882	0.14919
SKBR3	Topotecan	Topo I	Chemotherapy	0.1	-0.010037	0.16223
SKBR3	Topotecan	Topo I	Chemotherapy	0.31623	-0.077525	0.25827
SKBR3	Topotecan	Topo I	Chemotherapy	1	-0.17664	0.37995
SKBR3	Topotecan	Topo I	Chemotherapy	3.1623	-0.27111	0.41925
SKBR3	Topotecan	Topo I	Chemotherapy	10	-0.22338	0.36405
SKBR3	Etoposide	Topo II	Chemotherapy	0.0010833	1.0284	-0.00047244
SKBR3	Etoposide	Topo II	Chemotherapy	0.0033333	1.0576	-0.0051482
SKBR3	Etoposide	Topo II	Chemotherapy	0.01	1.0002	0.00060752
SKBR3	Etoposide	Topo II	Chemotherapy	0.031667	0.99759	-0.0001303
SKBR3	Etoposide	Topo II	Chemotherapy	0.1	0.88817	0.0061258
SKBR3	Etoposide	Topo II	Chemotherapy	0.31623	0.6301	0.058934
SKBR3	Etoposide	Topo II	Chemotherapy	1	0.02557	0.23805
SKBR3	Etoposide	Topo II	Chemotherapy	3.1623	-0.14896	0.26854
SKBR3	Etoposide	Topo II	Chemotherapy	10	-0.31691	0.50088
SKBR3	Dasatinib	BCR/ABL	MAPK/nRTK	0.001	1.0111	0.0062735
SKBR3	Dasatinib	BCR/ABL	MAPK/nRTK	0.0031623	1.1797	-0.00055844
SKBR3	Dasatinib	BCR/ABL	MAPK/nRTK	0.01	1.1916	-0.0059147
SKBR3	Dasatinib	BCR/ABL	MAPK/nRTK	0.031623	1.1244	-0.0014816
SKBR3	Dasatinib	BCR/ABL	MAPK/nRTK	0.1	1.1751	0.0012013
SKBR3	Dasatinib	BCR/ABL	MAPK/nRTK	0.31623	1.1906	-0.0027628
SKBR3	Dasatinib	BCR/ABL	MAPK/nRTK	1	1.0781	0.0079922
SKBR3	Dasatinib	BCR/ABL	MAPK/nRTK	3.1623	0.66063	0.061939
SKBR3	Dasatinib	BCR/ABL	MAPK/nRTK	10	0.080962	0.14318
SKBR3	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.0001	0.95644	0.0088069
SKBR3	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.00031623	0.97112	0.0028714
SKBR3	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.001	0.99191	0.0080959
SKBR3	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.0031623	0.87397	0.013411
SKBR3	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.01	0.8079	0.016153
SKBR3	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.031623	0.74429	0.022865
SKBR3	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.1	0.63422	0.020988
SKBR3	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.31623	0.68284	0.027768
SKBR3	Trametinib/GSK1120212	MEK	MAPK/nRTK	1	0.72471	0.017777
SKBR3	Saracatinib/AZD0530	SRC	MAPK/nRTK	0.001	1.049	0.0080328
SKBR3	Saracatinib/AZD0530	SRC	MAPK/nRTK	0.0031623	1.0947	-0.0050396
SKBR3	Saracatinib/AZD0530	SRC	MAPK/nRTK	0.01	1.1099	-0.0066715
SKBR3	Saracatinib/AZD0530	SRC	MAPK/nRTK	0.031623	1.1799	-0.008992
SKBR3	Saracatinib/AZD0530	SRC	MAPK/nRTK	0.1	1.1154	0.002794
SKBR3	Saracatinib/AZD0530	SRC	MAPK/nRTK	0.31623	1.1562	-0.0082592
SKBR3	Saracatinib/AZD0530	SRC	MAPK/nRTK	1	1.0805	0.0013105
SKBR3	Saracatinib/AZD0530	SRC	MAPK/nRTK	3.1623	0.85908	0.011869
SKBR3	Saracatinib/AZD0530	SRC	MAPK/nRTK	10	0.27864	0.096371
SKBR3	ABT-737	Bcl2/XL	Misc	0.001	0.90951	0.0064213
SKBR3	ABT-737	Bcl2/XL	Misc	0.0031623	1.0399	0.0096829
SKBR3	ABT-737	Bcl2/XL	Misc	0.01	1.0744	0.0060309
SKBR3	ABT-737	Bcl2/XL	Misc	0.031623	1.0625	-0.0016971
SKBR3	ABT-737	Bcl2/XL	Misc	0.1	1.0625	-0.0020421
SKBR3	ABT-737	Bcl2/XL	Misc	0.31623	0.99113	0.0019457
SKBR3	ABT-737	Bcl2/XL	Misc	1	1.0019	-0.0049542
SKBR3	ABT-737	Bcl2/XL	Misc	3.1623	1.0068	0.0054898
SKBR3	ABT-737	Bcl2/XL	Misc	10	0.94699	0.019965
SKBR3	Vorinostat	HDAC	Misc	0.001	0.98969	0.0037136
SKBR3	Vorinostat	HDAC	Misc	0.0031623	1.0589	-0.011582
SKBR3	Vorinostat	HDAC	Misc	0.01	0.96062	-0.00027639
SKBR3	Vorinostat	HDAC	Misc	0.031623	1.1091	0.0022309
SKBR3	Vorinostat	HDAC	Misc	0.1	1.1297	-0.0022808
SKBR3	Vorinostat	HDAC	Misc	0.31623	0.97666	0.022647
SKBR3	Vorinostat	HDAC	Misc	1	0.23172	0.1372
SKBR3	Vorinostat	HDAC	Misc	3.1623	-0.40757	0.5395
SKBR3	Vorinostat	HDAC	Misc	10	-0.63216	0.68923
SKBR3	Luminespib/NVP-AUY922	HSP90	Misc	0.0001	0.95743	0.0034419
SKBR3	Luminespib/NVP-AUY922	HSP90	Misc	0.00031623	1.0229	-0.001932
SKBR3	Luminespib/NVP-AUY922	HSP90	Misc	0.001	0.88188	0.015211
SKBR3	Luminespib/NVP-AUY922	HSP90	Misc	0.0031623	0.28966	0.067955
SKBR3	Luminespib/NVP-AUY922	HSP90	Misc	0.01	-0.089579	0.15871
SKBR3	Luminespib/NVP-AUY922	HSP90	Misc	0.031623	-0.099331	0.19348
SKBR3	Luminespib/NVP-AUY922	HSP90	Misc	0.1	-0.086516	0.1833
SKBR3	Luminespib/NVP-AUY922	HSP90	Misc	0.31623	-0.07663	0.17436
SKBR3	Luminespib/NVP-AUY922	HSP90	Misc	1	-0.065627	0.19462
SKBR3	A-1210477	Mcl-1	Misc	0.001	0.98113	-0.0077229
SKBR3	A-1210477	Mcl-1	Misc	0.0031623	0.95163	-0.0049627
SKBR3	A-1210477	Mcl-1	Misc	0.01	0.97284	0.0093248
SKBR3	A-1210477	Mcl-1	Misc	0.031623	0.95002	-0.0040797
SKBR3	A-1210477	Mcl-1	Misc	0.1	1.0436	6.3572e-06
SKBR3	A-1210477	Mcl-1	Misc	0.31623	0.97335	-0.0017672
SKBR3	A-1210477	Mcl-1	Misc	1	0.99691	-0.0066465
SKBR3	A-1210477	Mcl-1	Misc	3.1623	0.9958	-0.0068995
SKBR3	A-1210477	Mcl-1	Misc	10	0.62748	0.058322
SKBR3	Olaparib/AZD2281	PARP	Misc	0.001	1.0881	0.0018789
SKBR3	Olaparib/AZD2281	PARP	Misc	0.0031623	0.99229	0.013369
SKBR3	Olaparib/AZD2281	PARP	Misc	0.01	1.0529	0.0089606
SKBR3	Olaparib/AZD2281	PARP	Misc	0.031623	1.0321	0.010447
SKBR3	Olaparib/AZD2281	PARP	Misc	0.1	1.0506	0.013699
SKBR3	Olaparib/AZD2281	PARP	Misc	0.31623	0.9298	0.01083
SKBR3	Olaparib/AZD2281	PARP	Misc	1	0.93937	0.0071941
SKBR3	Olaparib/AZD2281	PARP	Misc	3.1623	0.85587	0.025556
SKBR3	Olaparib/AZD2281	PARP	Misc	10	0.56526	0.064296
SKBR3	Bleomycin	Radiation	Misc	0.0010833	1.0381	-0.0052479
SKBR3	Bleomycin	Radiation	Misc	0.0033333	1.0613	-0.0046466
SKBR3	Bleomycin	Radiation	Misc	0.01	0.91222	0.0053505
SKBR3	Bleomycin	Radiation	Misc	0.031667	0.925	0.01018
SKBR3	Bleomycin	Radiation	Misc	0.1	0.90978	0.015029
SKBR3	Bleomycin	Radiation	Misc	0.31623	0.69098	0.05073
SKBR3	Bleomycin	Radiation	Misc	1	0.51883	0.12104
SKBR3	Bleomycin	Radiation	Misc	3.1623	0.31553	0.14104
SKBR3	Bleomycin	Radiation	Misc	10	0.18707	0.22301
SKBR3	Ipatasertib/GDC0068	AKT	PI3K/mTOR	0.001	1.0406	-0.00018546
SKBR3	Ipatasertib/GDC0068	AKT	PI3K/mTOR	0.0031623	1.0766	-0.0048392
SKBR3	Ipatasertib/GDC0068	AKT	PI3K/mTOR	0.01	1.0404	0.0078647
SKBR3	Ipatasertib/GDC0068	AKT	PI3K/mTOR	0.031623	1.0397	0.010941
SKBR3	Ipatasertib/GDC0068	AKT	PI3K/mTOR	0.1	0.94096	0.0081576
SKBR3	Ipatasertib/GDC0068	AKT	PI3K/mTOR	0.31623	0.75534	0.029267
SKBR3	Ipatasertib/GDC0068	AKT	PI3K/mTOR	1	0.64845	0.027504
SKBR3	Ipatasertib/GDC0068	AKT	PI3K/mTOR	3.1623	0.58421	0.0539
SKBR3	Ipatasertib/GDC0068	AKT	PI3K/mTOR	10	0.35598	0.095894
SKBR3	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	0.001	0.95909	0.0042343
SKBR3	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	0.0031623	0.95747	0.003045
SKBR3	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	0.01	0.95292	0.014809
SKBR3	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	0.031623	0.88623	0.01542
SKBR3	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	0.1	0.69713	0.030311
SKBR3	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	0.31623	0.48541	0.05504
SKBR3	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	1	0.36384	0.079482
SKBR3	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	3.1623	0.21832	0.11201
SKBR3	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	10	-0.14283	0.27943
SKBR3	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.001	0.81962	0.020085
SKBR3	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.0031623	0.61375	0.04383
SKBR3	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.01	0.39997	0.083679
SKBR3	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.031623	0.17449	0.12889
SKBR3	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.1	0.068327	0.16907
SKBR3	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.31623	0.038613	0.18419
SKBR3	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	1	-0.0011202	0.19707
SKBR3	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	3.1623	-0.055083	0.21381
SKBR3	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	10	-0.20676	0.28829
SKBR3	TGX221	PI3Kb	PI3K/mTOR	0.001	1.0131	-0.00076769
SKBR3	TGX221	PI3Kb	PI3K/mTOR	0.0031623	1.049	-0.0016249
SKBR3	TGX221	PI3Kb	PI3K/mTOR	0.01	1.0825	-0.0026076
SKBR3	TGX221	PI3Kb	PI3K/mTOR	0.031623	1.0421	-0.001642
SKBR3	TGX221	PI3Kb	PI3K/mTOR	0.1	1.0459	0.0061955
SKBR3	TGX221	PI3Kb	PI3K/mTOR	0.31623	1.0213	0.0064524
SKBR3	TGX221	PI3Kb	PI3K/mTOR	1	1.0206	0.014409
SKBR3	TGX221	PI3Kb	PI3K/mTOR	3.1623	0.95706	0.0032928
SKBR3	TGX221	PI3Kb	PI3K/mTOR	10	0.74956	0.04446
SKBR3	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.0001	1.0099	0.0086772
SKBR3	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.00031623	1.0226	0.0015321
SKBR3	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.001	0.86704	0.021368
SKBR3	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.0031623	0.55555	0.063067
SKBR3	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.01	0.054838	0.18046
SKBR3	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.031623	-0.1665	0.26149
SKBR3	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.1	-0.24806	0.32792
SKBR3	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.31623	-0.28967	0.33442
SKBR3	Torin2	mTOR/ATM/ATR	PI3K/mTOR	1	-0.34155	0.37655
SKBR3	Everolimus	mTOR1	PI3K/mTOR	0.001	0.28579	0.11936
SKBR3	Everolimus	mTOR1	PI3K/mTOR	0.0031623	0.24781	0.10454
SKBR3	Everolimus	mTOR1	PI3K/mTOR	0.01	0.25552	0.12068
SKBR3	Everolimus	mTOR1	PI3K/mTOR	0.031623	0.20954	0.13143
SKBR3	Everolimus	mTOR1	PI3K/mTOR	0.1	0.17945	0.11167
SKBR3	Everolimus	mTOR1	PI3K/mTOR	0.31623	0.20071	0.11281
SKBR3	Everolimus	mTOR1	PI3K/mTOR	1	0.20013	0.12531
SKBR3	Everolimus	mTOR1	PI3K/mTOR	3.1623	0.14942	0.11709
SKBR3	Everolimus	mTOR1	PI3K/mTOR	10	0.11817	0.14493
SKBR3	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.00031623	0.9181	0.0032675
SKBR3	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.001	0.77965	0.022963
SKBR3	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.0031623	0.46682	0.086934
SKBR3	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.01	-0.037558	0.2119
SKBR3	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.031623	-0.22179	0.32008
SKBR3	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.1	-0.2787	0.37272
SKBR3	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.31623	-0.31568	0.4052
SKBR3	INK128/MLN0128	mTORC1/2	PI3K/mTOR	1	-0.36837	0.45002
SKBR3	INK128/MLN0128	mTORC1/2	PI3K/mTOR	3.1623	-0.50641	0.55021
SKBR3	PF-4708671	p70S6K	PI3K/mTOR	0.001	1.0653	0.0010023
SKBR3	PF-4708671	p70S6K	PI3K/mTOR	0.0031623	1.0248	0.0063263
SKBR3	PF-4708671	p70S6K	PI3K/mTOR	0.01	1.0426	-0.001248
SKBR3	PF-4708671	p70S6K	PI3K/mTOR	0.031623	1.0506	-0.00055309
SKBR3	PF-4708671	p70S6K	PI3K/mTOR	0.1	0.9936	0.00084528
SKBR3	PF-4708671	p70S6K	PI3K/mTOR	0.31623	0.98596	0.0044413
SKBR3	PF-4708671	p70S6K	PI3K/mTOR	1	0.96129	-0.0047268
SKBR3	PF-4708671	p70S6K	PI3K/mTOR	3.1623	0.87823	0.0049868
SKBR3	PF-4708671	p70S6K	PI3K/mTOR	10	0.73422	0.039356
SKBR3	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.001	0.96559	0.00032641
SKBR3	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.0031623	0.94757	0.0049752
SKBR3	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.01	0.96564	0.005161
SKBR3	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.031623	0.83608	0.024669
SKBR3	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.1	0.52344	0.050148
SKBR3	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.31623	0.34646	0.099812
SKBR3	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	1	-0.22577	0.36239
SKBR3	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	3.1623	-0.36588	0.43154
SKBR3	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	10	-0.3731	0.45147
SKBR3	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.001	0.99485	0.0024862
SKBR3	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.0031623	0.94669	0.00025489
SKBR3	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.01	0.87126	0.014975
SKBR3	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.031623	0.71704	0.024445
SKBR3	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.1	0.48689	0.050755
